case_id,event_id,activity,resource_id,machine_id,product_family,start_ts,end_ts,cycle_time_min,waiting_time_min,queue_before,wip_before,shift,defect_flag,rework_flag,bottleneck_flag,delay_flag,waste_label
ORD-00345,EV-00345-05,Functional Testing,Tester_1,TEST_01,C,2026-01-21 13:03:48.601152322,2026-01-21 13:19:43.883768495,15.921,27.025,11,11,Morning,0,0,1,1,Waiting
ORD-00345,EV-00345-06,Packaging,Operator_D,PACK_01,C,2026-01-21 13:28:02.156365777,2026-01-21 13:34:37.767601486,6.594,8.305,1,6,Morning,0,0,0,0,Transportation
ORD-00345,EV-00345-07,Release,Clerk_1,REL_01,C,2026-01-21 13:40:07.148799856,2026-01-21 13:44:17.707218228,4.176,5.49,0,1,Morning,0,0,1,0,Overprocessing
ORD-00346,EV-00346-01,Cutting,Operator_A,CNC_01,A,2026-02-04 03:41:46.423928493,2026-02-04 03:46:12.135886836,4.429,4.774,1,5,Morning,0,0,0,0,Inventory
ORD-00346,EV-00346-02,Machining,Operator_B,CNC_02,A,2026-02-04 03:50:28.709607884,2026-02-04 04:01:10.048865705,10.689,4.276,2,2,Morning,0,0,0,0,Inventory
ORD-00346,EV-00346-03,Initial Inspection,Inspector_1,INS_01,A,2026-02-04 04:12:15.234520854,2026-02-04 04:15:44.856646431,3.494,11.086,3,6,Morning,0,0,0,0,Motion
ORD-00346,EV-00346-04,Assembly,Operator_C,ASM_01,A,2026-02-04 04:30:15.685557215,2026-02-04 04:37:02.610664775,6.782,14.514,4,7,Morning,0,0,1,0,Transportation
ORD-00346,EV-00346-05,Functional Testing,Tester_1,TEST_01,A,2026-02-04 04:50:34.360408044,2026-02-04 04:58:11.490178308,7.619,13.529,3,4,Morning,0,0,0,0,Overprocessing
ORD-00346,EV-00346-06,Packaging,Operator_D,PACK_01,A,2026-02-04 05:02:17.622039962,2026-02-04 05:06:32.754549173,4.252,4.102,1,1,Morning,0,0,0,0,Inventory
ORD-00346,EV-00346-07,Release,Clerk_1,REL_01,A,2026-02-04 05:09:58.913290848,2026-02-04 05:12:08.424416822,2.159,3.436,0,2,Morning,0,0,0,0,Waiting
ORD-00347,EV-00347-01,Cutting,Operator_A,CNC_01,B,2026-02-08 21:22:10.366019131,2026-02-08 21:27:45.426562664,5.584,10.173,0,5,Morning,0,0,0,0,Defects
ORD-00347,EV-00347-02,Machining,Operator_B,CNC_02,B,2026-02-08 21:40:23.954633850,2026-02-08 21:51:09.714699774,10.763,12.642,2,6,Morning,0,0,0,0,Waiting
ORD-00347,EV-00347-03,Initial Inspection,Inspector_1,INS_01,B,2026-02-08 22:30:01.927935015,2026-02-08 22:34:21.956848936,4.334,38.87,11,17,Morning,0,0,1,1,Waiting
ORD-00347,EV-00347-04,Assembly,Operator_C,ASM_01,B,2026-02-08 22:59:46.343689045,2026-02-08 23:08:26.247204788,8.665,25.406,2,7,Morning,0,0,1,1,Waiting
ORD-00347,EV-00347-05,Functional Testing,Tester_1,TEST_01,B,2026-02-08 23:23:11.816168695,2026-02-08 23:37:18.768088760,14.116,14.759,4,8,Morning,0,0,1,0,Overprocessing
ORD-00347,EV-00347-06,Packaging,Operator_D,PACK_01,B,2026-02-08 23:53:59.679650053,2026-02-09 00:00:33.273099605,6.56,16.682,4,5,Morning,0,0,0,1,Waiting
ORD-00347,EV-00347-07,Release,Clerk_1,REL_01,B,2026-02-09 00:11:00.144547106,2026-02-09 00:13:50.950665629,2.847,10.448,3,3,Morning,0,0,0,0,Inventory
ORD-00348,EV-00348-01,Cutting,Operator_A,CNC_01,C,2026-01-02 04:03:05.276157423,2026-01-02 04:08:53.531310607,5.804,8.088,1,2,Morning,0,0,0,0,Overprocessing
ORD-00348,EV-00348-02,Machining,Operator_B,CNC_02,C,2026-01-02 04:18:34.542224586,2026-01-02 04:26:43.577835663,8.151,9.684,3,3,Morning,0,0,0,0,Inventory
ORD-00348,EV-00348-03,Initial Inspection,Inspector_1,INS_01,C,2026-01-02 04:42:51.623650221,2026-01-02 04:47:48.898110348,4.955,16.134,5,5,Morning,0,0,0,1,Waiting
ORD-00348,EV-00348-04,Assembly,Operator_C,ASM_01,C,2026-01-02 04:57:37.832386551,2026-01-02 05:11:39.394493187,14.026,9.816,2,4,Morning,0,0,1,0,Overprocessing
ORD-00348,EV-00348-05,Functional Testing,Tester_1,TEST_01,C,2026-01-02 05:37:01.076067639,2026-01-02 05:47:00.594841184,9.992,25.361,4,10,Morning,0,0,1,1,Waiting
ORD-00348,EV-00348-06,Packaging,Operator_D,PACK_01,C,2026-01-02 05:55:24.574597004,2026-01-02 06:02:09.377331645,6.747,8.4,4,4,Morning,0,0,0,0,Defects
ORD-00348,EV-00348-07,Release,Clerk_1,REL_01,C,2026-01-02 06:09:41.951605729,2026-01-02 06:12:34.530648388,2.876,7.543,1,5,Morning,0,0,0,0,Inventory
ORD-00349,EV-00349-01,Cutting,Operator_A,CNC_01,A,2026-02-07 22:02:26.819105863,2026-02-07 22:09:49.694834001,7.381,4.447,2,2,Night,0,0,0,0,Waiting
ORD-00349,EV-00349-02,Machining,Operator_B,CNC_02,A,2026-02-07 22:13:52.916804138,2026-02-07 22:26:12.196902689,12.321,4.054,1,1,Night,0,0,0,0,Waiting
ORD-00349,EV-00349-03,Initial Inspection,Inspector_1,INS_01,A,2026-02-07 22:41:23.026364751,2026-02-07 22:46:15.715367758,4.878,15.18,4,6,Night,0,0,0,1,Waiting
ORD-00349,EV-00349-04,Assembly,Operator_C,ASM_01,A,2026-02-07 22:59:09.497874400,2026-02-07 23:10:20.909198564,11.19,12.896,1,2,Night,0,0,1,0,Waiting
ORD-00349,EV-00349-05,Functional Testing,Tester_1,TEST_01,A,2026-02-07 23:19:07.364984582,2026-02-07 23:28:59.219930360,9.864,8.774,2,4,Night,0,0,1,0,Overprocessing
ORD-00349,EV-00349-06,Packaging,Operator_D,PACK_01,A,2026-02-07 23:39:41.985680611,2026-02-07 23:46:30.152421959,6.803,10.713,2,7,Night,0,0,0,0,Inventory
ORD-00349,EV-00349-07,Release,Clerk_1,REL_01,A,2026-02-07 23:48:24.093403290,2026-02-07 23:51:14.562629042,2.841,1.899,1,3,Night,0,0,0,0,Overprocessing
ORD-00350,EV-00350-01,Cutting,Operator_A,CNC_01,B,2026-01-11 20:20:44.693153624,2026-01-11 20:26:46.447346221,6.029,8.745,2,3,Afternoon,0,0,0,0,Overprocessing
ORD-00350,EV-00350-02,Machining,Operator_B,CNC_02,B,2026-01-11 20:35:01.154411610,2026-01-11 20:45:06.573685570,10.09,8.245,1,6,Afternoon,0,0,0,0,Waiting
ORD-00350,EV-00350-03,Initial Inspection,Inspector_1,INS_01,B,2026-01-11 20:50:15.536066131,2026-01-11 20:56:19.327684941,6.063,5.149,2,2,Afternoon,0,0,0,0,Motion
ORD-00350,EV-00350-04,Assembly,Operator_C,ASM_01,B,2026-01-11 21:09:02.536394747,2026-01-11 21:22:47.839636575,13.755,12.72,3,5,Afternoon,0,0,0,0,Inventory
ORD-00350,EV-00350-05,Functional Testing,Tester_1,TEST_01,B,2026-01-11 22:00:27.505277528,2026-01-11 22:09:50.463745708,9.383,37.661,6,12,Afternoon,0,0,1,1,Waiting
ORD-00350,EV-00350-06,Packaging,Operator_D,PACK_01,B,2026-01-11 22:17:36.249655060,2026-01-11 22:21:39.973114705,4.062,7.763,3,3,Afternoon,0,0,0,0,Inventory
ORD-00350,EV-00350-07,Release,Clerk_1,REL_01,B,2026-01-11 22:26:43.888242586,2026-01-11 22:29:01.006742253,2.285,5.065,1,3,Afternoon,0,0,0,0,Inventory
ORD-00351,EV-00351-01,Cutting,Operator_A,CNC_01,C,2026-01-13 13:44:50.446900408,2026-01-13 13:52:34.789545705,7.739,5.841,1,2,Morning,0,0,0,0,Motion
ORD-00351,EV-00351-02,Machining,Operator_B,CNC_02,C,2026-01-13 13:58:06.479329899,2026-01-13 14:10:44.954648249,12.641,5.528,3,3,Morning,0,0,0,0,Waiting
ORD-00351,EV-00351-03,Initial Inspection,Inspector_1,INS_01,C,2026-01-13 14:16:18.769334647,2026-01-13 14:21:59.479810989,5.679,5.564,3,3,Morning,0,0,0,0,Transportation
ORD-00351,EV-00351-04,Assembly,Operator_C,ASM_01,C,2026-01-13 14:55:03.227211527,2026-01-13 15:08:15.554541080,13.205,33.062,3,14,Morning,0,0,1,1,Waiting
ORD-00351,EV-00351-05,Functional Testing,Tester_1,TEST_01,C,2026-01-13 15:57:50.961728885,2026-01-13 16:11:48.552923211,13.96,49.59,12,16,Morning,1,0,1,1,Defects
ORD-00351,EV-00351-06,Packaging,Operator_D,PACK_01,C,2026-01-13 16:19:19.658704009,2026-01-13 16:25:14.542562691,5.915,7.518,3,3,Morning,0,0,0,0,Overprocessing
ORD-00351,EV-00351-07,Release,Clerk_1,REL_01,C,2026-01-13 16:29:26.368547418,2026-01-13 16:31:43.529859079,2.286,4.197,0,2,Morning,0,0,0,0,Inventory
ORD-00352,EV-00352-01,Cutting,Operator_A,CNC_01,C,2026-02-12 14:24:33.016388048,2026-02-12 14:31:45.335233809,7.205,1.55,0,0,Night,1,0,0,0,Defects
ORD-00352,EV-00352-02,Machining,Operator_B,CNC_02,C,2026-02-12 14:37:38.462205451,2026-02-12 14:49:56.762894003,12.305,5.885,2,3,Night,0,0,0,0,Motion
ORD-00352,EV-00352-03,Initial Inspection,Inspector_1,INS_01,C,2026-02-12 15:00:24.049150714,2026-02-12 15:07:26.410528492,7.039,10.455,2,7,Night,0,0,0,0,Waiting
ORD-00352,EV-00352-04,Assembly,Operator_C,ASM_01,C,2026-02-12 15:40:48.484556310,2026-02-12 16:00:53.354234088,20.081,33.368,8,8,Night,0,0,1,1,Waiting
ORD-00352,EV-00352-05,Functional Testing,Tester_1,TEST_01,C,2026-02-12 16:32:26.861508586,2026-02-12 16:48:31.053883807,16.07,31.558,8,11,Night,0,0,1,1,Waiting
ORD-00352,EV-00352-06,Packaging,Operator_D,PACK_01,C,2026-02-12 16:53:18.936887316,2026-02-12 17:01:43.949911835,8.417,4.798,1,2,Night,0,0,0,0,Transportation
ORD-00352,EV-00352-07,Release,Clerk_1,REL_01,C,2026-02-12 17:03:29.248544995,2026-02-12 17:07:27.742175591,3.975,1.755,0,0,Night,0,0,0,0,Inventory
ORD-00353,EV-00353-01,Cutting,Operator_A,CNC_01,A,2026-02-13 12:20:26.207259062,2026-02-13 12:26:31.772894778,6.093,6.437,2,2,Morning,0,0,0,0,Overprocessing
ORD-00353,EV-00353-02,Machining,Operator_B,CNC_02,A,2026-02-13 12:34:19.002533837,2026-02-13 12:39:10.382290394,4.856,7.787,0,6,Morning,0,0,0,0,Overprocessing
ORD-00353,EV-00353-03,Initial Inspection,Inspector_1,INS_01,A,2026-02-13 12:48:03.037295252,2026-02-13 12:51:46.716732570,3.728,8.878,4,6,Morning,0,0,0,0,Overprocessing
ORD-00353,EV-00353-04,Assembly,Operator_C,ASM_01,A,2026-02-13 13:14:21.199033620,2026-02-13 13:25:53.882681588,11.545,22.575,3,11,Morning,0,0,1,1,Waiting
ORD-00353,EV-00353-05,Functional Testing,Tester_1,TEST_01,A,2026-02-13 13:42:42.489726718,2026-02-13 13:52:55.291136297,10.213,16.81,6,7,Morning,0,0,0,1,Waiting
ORD-00353,EV-00353-06,Packaging,Operator_D,PACK_01,A,2026-02-13 13:59:51.964774840,2026-02-13 14:05:34.187452466,5.704,6.945,0,2,Morning,0,0,0,0,Inventory
ORD-00353,EV-00353-07,Release,Clerk_1,REL_01,A,2026-02-13 14:11:34.819778249,2026-02-13 14:13:48.497383678,2.228,6.011,1,6,Morning,0,0,0,0,Waiting
ORD-00354,EV-00354-01,Cutting,Operator_A,CNC_01,C,2026-01-03 04:25:59.172464290,2026-01-03 04:34:14.207972720,8.251,7.986,4,4,Afternoon,0,0,0,0,Defects
ORD-00354,EV-00354-02,Machining,Operator_B,CNC_02,C,2026-01-03 04:39:20.771450779,2026-01-03 04:51:12.741508966,11.866,5.109,2,2,Afternoon,0,0,0,0,Transportation
ORD-00354,EV-00354-03,Initial Inspection,Inspector_1,INS_01,C,2026-01-03 05:08:57.057835200,2026-01-03 05:13:52.377241104,4.922,17.739,4,10,Afternoon,0,0,0,1,Waiting
ORD-00354,EV-00354-04,Assembly,Operator_C,ASM_01,C,2026-01-03 05:33:52.505183619,2026-01-03 05:50:57.337498925,17.081,20.002,1,9,Afternoon,0,0,1,1,Waiting
ORD-00354,EV-00354-05,Functional Testing,Tester_1,TEST_01,C,2026-01-03 06:08:08.542410931,2026-01-03 06:17:06.655780176,8.969,17.187,4,8,Afternoon,0,0,0,1,Waiting
ORD-00354,EV-00354-06,Packaging,Operator_D,PACK_01,C,2026-01-03 06:20:51.427287627,2026-01-03 06:29:19.053852361,8.46,3.746,2,2,Afternoon,0,0,0,0,Inventory
ORD-00354,EV-00354-07,Release,Clerk_1,REL_01,C,2026-01-03 06:33:06.044038700,2026-01-03 06:36:26.679972498,3.344,3.783,0,2,Afternoon,0,0,0,0,Waiting
ORD-00355,EV-00355-01,Cutting,Operator_A,CNC_01,B,2026-01-07 16:10:27.710626590,2026-01-07 16:17:08.666298221,6.683,4.462,2,2,Morning,0,0,0,0,Transportation
ORD-00355,EV-00355-02,Machining,Operator_B,CNC_02,B,2026-01-07 16:22:36.249213820,2026-01-07 16:31:43.554210215,9.122,5.46,0,2,Morning,0,0,0,0,Inventory
ORD-00355,EV-00355-03,Initial Inspection,Inspector_1,INS_01,B,2026-01-07 16:42:36.479481603,2026-01-07 16:48:01.941510218,5.424,10.882,5,5,Morning,0,0,0,0,Waiting
ORD-00355,EV-00355-04,Assembly,Operator_C,ASM_01,B,2026-01-07 16:59:57.824519161,2026-01-07 17:10:44.671123762,10.781,11.931,6,6,Morning,0,0,0,0,Transportation
ORD-00355,EV-00355-05,Functional Testing,Tester_1,TEST_01,B,2026-01-07 17:24:24.360266401,2026-01-07 17:33:43.370223679,9.317,13.661,2,3,Morning,0,0,1,0,Waiting
ORD-00355,EV-00355-06,Packaging,Operator_D,PACK_01,B,2026-01-07 17:37:22.061179420,2026-01-07 17:41:22.679438320,4.01,3.645,0,1,Morning,0,0,0,0,Inventory
ORD-00355,EV-00355-07,Release,Clerk_1,REL_01,B,2026-01-07 17:44:59.361681042,2026-01-07 17:47:28.608964832,2.487,3.611,2,2,Morning,0,0,0,0,Waiting
ORD-00356,EV-00356-01,Cutting,Operator_A,CNC_01,B,2026-02-12 21:12:10.030618582,2026-02-12 21:21:52.340406175,9.705,6.167,1,3,Afternoon,0,0,1,0,Overprocessing
ORD-00356,EV-00356-02,Machining,Operator_B,CNC_02,B,2026-02-12 21:35:09.157253642,2026-02-12 21:47:28.825361813,12.328,13.28,4,8,Afternoon,0,0,0,0,Overprocessing
ORD-00356,EV-00356-03,Initial Inspection,Inspector_1,INS_01,B,2026-02-12 22:11:42.933825568,2026-02-12 22:19:26.191855101,7.721,24.235,5,10,Afternoon,0,0,1,1,Waiting
ORD-00356,EV-00356-04,Assembly,Operator_C,ASM_01,B,2026-02-12 22:34:17.064415730,2026-02-12 22:47:57.634311834,13.676,14.848,6,6,Afternoon,0,0,0,0,Waiting
ORD-00356,EV-00356-05,Functional Testing,Tester_1,TEST_01,B,2026-02-12 23:50:50.619788646,2026-02-13 00:02:38.896550554,11.805,62.883,13,22,Afternoon,0,0,1,1,Waiting
ORD-00356,EV-00356-06,Packaging,Operator_D,PACK_01,B,2026-02-13 00:11:48.827818461,2026-02-13 00:18:20.708486174,6.531,9.166,2,4,Afternoon,0,0,0,0,Motion
ORD-00356,EV-00356-07,Release,Clerk_1,REL_01,B,2026-02-13 00:26:11.134686246,2026-02-13 00:29:36.330965132,3.42,7.84,1,7,Afternoon,0,0,0,0,Inventory
ORD-00357,EV-00357-01,Cutting,Operator_A,CNC_01,C,2026-01-14 17:53:31.078670126,2026-01-14 18:00:49.294037093,7.304,3.518,1,1,Afternoon,0,0,0,0,Inventory
ORD-00357,EV-00357-02,Machining,Operator_B,CNC_02,C,2026-01-14 18:05:14.620814974,2026-01-14 18:17:32.899057673,12.305,4.422,1,3,Afternoon,0,0,0,0,Motion
ORD-00357,EV-00357-03,Initial Inspection,Inspector_1,INS_01,C,2026-01-14 18:32:29.037590423,2026-01-14 18:38:44.186003959,6.252,14.936,3,8,Afternoon,1,0,0,0,Defects
ORD-00357,EV-00357-04,Assembly,Operator_C,ASM_01,C,2026-01-14 18:50:06.452299228,2026-01-14 19:04:29.705937034,14.388,11.371,3,3,Afternoon,0,0,0,0,Waiting
ORD-00357,EV-00357-05,Functional Testing,Tester_1,TEST_01,C,2026-01-14 19:33:18.112174869,2026-01-14 19:48:13.952329127,14.931,28.807,9,17,Afternoon,0,0,1,1,Waiting
ORD-00357,EV-00357-06,Packaging,Operator_D,PACK_01,C,2026-01-14 19:50:28.416077004,2026-01-14 19:58:59.052707451,8.511,2.241,0,1,Afternoon,0,0,0,0,Waiting
ORD-00357,EV-00357-07,Release,Clerk_1,REL_01,C,2026-01-14 19:59:43.510718419,2026-01-14 20:03:22.130611274,3.644,0.741,1,2,Afternoon,0,0,0,0,Defects
ORD-00358,EV-00358-01,Cutting,Operator_A,CNC_01,B,2026-01-09 01:22:29.840325489,2026-01-09 01:30:01.518520923,7.528,6.497,1,6,Afternoon,0,0,0,0,Waiting
ORD-00358,EV-00358-02,Machining,Operator_B,CNC_02,B,2026-01-09 01:42:14.414945299,2026-01-09 01:52:41.693015326,10.455,12.215,3,9,Afternoon,1,0,0,0,Defects
ORD-00358,EV-00358-03,Initial Inspection,Inspector_1,INS_01,B,2026-01-09 02:04:52.978143764,2026-01-09 02:09:57.671733571,5.078,12.188,4,4,Afternoon,0,0,0,0,Overprocessing
ORD-00358,EV-00358-04,Assembly,Operator_C,ASM_01,B,2026-01-09 02:44:28.811272675,2026-01-09 03:01:20.320153013,16.858,34.519,9,15,Afternoon,0,0,1,1,Waiting
ORD-00358,EV-00358-05,Functional Testing,Tester_1,TEST_01,B,2026-01-09 03:26:48.221947261,2026-01-09 03:38:49.847925115,12.027,25.465,7,10,Afternoon,0,0,1,1,Waiting
ORD-00358,EV-00358-06,Packaging,Operator_D,PACK_01,B,2026-01-09 03:42:20.303023753,2026-01-09 03:48:40.351635955,6.334,3.508,2,4,Afternoon,0,0,0,0,Transportation
ORD-00358,EV-00358-07,Release,Clerk_1,REL_01,B,2026-01-09 03:51:10.849384607,2026-01-09 03:54:16.196928540,3.089,2.508,0,1,Afternoon,0,0,0,0,Overprocessing
ORD-00359,EV-00359-01,Cutting,Operator_A,CNC_01,B,2026-01-10 15:59:25.728224295,2026-01-10 16:06:52.818891425,7.452,7.429,1,5,Night,1,0,0,0,Defects
ORD-00359,EV-00359-02,Machining,Operator_B,CNC_02,B,2026-01-10 16:17:16.385578792,2026-01-10 16:30:35.240231920,13.314,10.393,4,4,Night,0,0,0,0,Transportation
ORD-00359,EV-00359-03,Initial Inspection,Inspector_1,INS_01,B,2026-01-10 16:55:49.293792829,2026-01-10 17:02:22.203087474,6.548,25.234,10,13,Night,0,0,1,1,Waiting
ORD-00359,EV-00359-04,Assembly,Operator_C,ASM_01,B,2026-01-10 17:11:12.390175966,2026-01-10 17:26:46.089877255,15.562,8.836,0,2,Night,0,0,1,0,Overprocessing
ORD-00359,EV-00359-05,Functional Testing,Tester_1,TEST_01,B,2026-01-10 17:53:04.831998693,2026-01-10 18:06:55.713245362,13.848,26.312,1,14,Night,0,0,1,1,Waiting
ORD-00359,EV-00359-RW,Rework,Rework_Team,RW_01,B,2026-01-10 18:28:06.483246005,2026-01-10 18:37:03.498074104,8.95,21.18,9,10,Night,0,1,1,1,Defects
ORD-00359,EV-00359-06,Packaging,Operator_D,PACK_01,B,2026-01-10 18:46:08.185306725,2026-01-10 18:52:04.172507722,5.933,9.078,3,5,Night,0,0,0,0,Overprocessing
ORD-00359,EV-00359-07,Release,Clerk_1,REL_01,B,2026-01-10 18:59:46.414218975,2026-01-10 19:02:32.998172433,2.776,7.704,2,3,Night,0,0,0,0,Waiting
ORD-00360,EV-00360-01,Cutting,Operator_A,CNC_01,A,2026-01-19 23:51:48.653800886,2026-01-19 23:57:28.038865572,5.656,3.811,0,2,Afternoon,0,0,0,0,Waiting
ORD-00360,EV-00360-02,Machining,Operator_B,CNC_02,A,2026-01-20 00:00:01.461522277,2026-01-20 00:10:53.275350719,10.864,2.557,0,1,Afternoon,0,0,0,0,Transportation
ORD-00360,EV-00360-03,Initial Inspection,Inspector_1,INS_01,A,2026-01-20 00:18:24.916303288,2026-01-20 00:24:19.553731442,5.911,7.527,2,3,Afternoon,0,0,0,0,Transportation
ORD-00360,EV-00360-04,Assembly,Operator_C,ASM_01,A,2026-01-20 00:43:04.030403684,2026-01-20 00:53:18.174482848,10.236,18.741,5,9,Afternoon,0,0,1,1,Waiting
ORD-00360,EV-00360-05,Functional Testing,Tester_1,TEST_01,A,2026-01-20 01:06:05.751325989,2026-01-20 01:17:59.945890603,11.903,12.793,6,6,Afternoon,0,0,0,0,Waiting
ORD-00360,EV-00360-06,Packaging,Operator_D,PACK_01,A,2026-01-20 01:25:44.256663816,2026-01-20 01:31:24.022007643,5.663,7.739,1,5,Afternoon,0,0,0,0,Motion
ORD-00360,EV-00360-07,Release,Clerk_1,REL_01,A,2026-01-20 01:33:14.774285063,2026-01-20 01:35:30.089974165,2.255,1.846,0,1,Afternoon,0,0,0,0,Overprocessing
ORD-00361,EV-00361-01,Cutting,Operator_A,CNC_01,A,2026-01-13 16:12:31.900952328,2026-01-13 16:16:38.735003116,4.114,4.532,0,0,Morning,0,0,0,0,Motion
ORD-00361,EV-00361-02,Machining,Operator_B,CNC_02,A,2026-01-13 16:30:22.819556655,2026-01-13 16:39:05.979519052,8.719,13.735,3,4,Morning,0,0,0,0,Waiting
ORD-00361,EV-00361-03,Initial Inspection,Inspector_1,INS_01,A,2026-01-13 16:48:44.536856380,2026-01-13 16:52:55.041099638,4.175,9.643,2,5,Morning,0,0,0,0,Inventory
ORD-00361,EV-00361-04,Assembly,Operator_C,ASM_01,A,2026-01-13 17:10:27.281217626,2026-01-13 17:19:27.652297481,9.006,17.537,5,7,Morning,0,0,0,1,Waiting
ORD-00361,EV-00361-05,Functional Testing,Tester_1,TEST_01,A,2026-01-13 17:51:43.576303490,2026-01-13 17:58:18.749908650,6.586,32.265,9,12,Morning,0,0,1,1,Waiting
ORD-00361,EV-00361-06,Packaging,Operator_D,PACK_01,A,2026-01-13 18:07:58.372655333,2026-01-13 18:11:57.240317386,3.981,9.66,1,5,Morning,0,0,0,0,Overprocessing
ORD-00361,EV-00361-07,Release,Clerk_1,REL_01,A,2026-01-13 18:17:02.614993918,2026-01-13 18:19:14.669352802,2.201,5.09,0,3,Morning,0,0,0,0,Overprocessing
ORD-00362,EV-00362-01,Cutting,Operator_A,CNC_01,A,2026-01-30 11:19:07.097689222,2026-01-30 11:23:21.476642026,4.24,4.118,0,4,Afternoon,0,0,0,0,Overprocessing
ORD-00362,EV-00362-02,Machining,Operator_B,CNC_02,A,2026-01-30 11:26:17.116432233,2026-01-30 11:31:22.631791031,5.092,2.927,1,3,Afternoon,0,0,0,0,Inventory
ORD-00362,EV-00362-03,Initial Inspection,Inspector_1,INS_01,A,2026-01-30 11:41:18.538366217,2026-01-30 11:45:01.976966024,3.724,9.932,4,4,Afternoon,0,0,0,0,Transportation
ORD-00362,EV-00362-04,Assembly,Operator_C,ASM_01,A,2026-01-30 11:57:32.858216861,2026-01-30 12:09:17.544127674,11.745,12.515,7,7,Afternoon,0,0,1,0,Inventory
ORD-00362,EV-00362-05,Functional Testing,Tester_1,TEST_01,A,2026-01-30 12:45:54.241654789,2026-01-30 12:51:50.073416176,5.931,36.612,12,12,Afternoon,0,0,1,1,Waiting
ORD-00362,EV-00362-06,Packaging,Operator_D,PACK_01,A,2026-01-30 12:59:10.104917412,2026-01-30 13:01:39.905236726,2.497,7.334,3,3,Afternoon,0,0,0,0,Inventory
ORD-00362,EV-00362-07,Release,Clerk_1,REL_01,A,2026-01-30 13:03:16.481085919,2026-01-30 13:06:01.344954436,2.748,1.61,0,2,Afternoon,0,0,0,0,Motion
ORD-00363,EV-00363-01,Cutting,Operator_A,CNC_01,B,2026-01-29 21:34:33.747623459,2026-01-29 21:41:59.125832791,7.423,3.562,0,2,Afternoon,0,0,0,0,Waiting
ORD-00363,EV-00363-02,Machining,Operator_B,CNC_02,B,2026-01-29 21:53:42.184695762,2026-01-29 22:02:39.293132836,8.952,11.718,3,3,Afternoon,0,0,0,0,Defects
ORD-00363,EV-00363-03,Initial Inspection,Inspector_1,INS_01,B,2026-01-29 22:09:24.904504103,2026-01-29 22:13:22.530736057,3.96,6.76,2,10,Afternoon,0,0,0,0,Waiting
ORD-00363,EV-00363-04,Assembly,Operator_C,ASM_01,B,2026-01-29 22:33:45.436349887,2026-01-29 22:49:00.643188776,15.253,20.382,6,10,Afternoon,0,0,1,1,Waiting
ORD-00363,EV-00363-05,Functional Testing,Tester_1,TEST_01,B,2026-01-29 23:04:58.396545471,2026-01-29 23:18:50.044518510,13.861,15.963,3,8,Afternoon,0,0,0,1,Waiting
ORD-00363,EV-00363-06,Packaging,Operator_D,PACK_01,B,2026-01-29 23:23:38.693911381,2026-01-29 23:30:25.022535911,6.772,4.811,0,2,Afternoon,0,0,0,0,Waiting
ORD-00363,EV-00363-07,Release,Clerk_1,REL_01,B,2026-01-29 23:33:11.260592153,2026-01-29 23:35:37.189816808,2.432,2.771,2,2,Afternoon,0,0,0,0,Inventory
ORD-00364,EV-00364-01,Cutting,Operator_A,CNC_01,A,2026-01-08 05:44:42.908557545,2026-01-08 05:51:33.542967250,6.844,13.715,2,6,Afternoon,0,0,0,0,Defects
ORD-00364,EV-00364-02,Machining,Operator_B,CNC_02,A,2026-01-08 06:08:48.136438899,2026-01-08 06:18:17.772466489,9.494,17.243,0,6,Afternoon,0,0,0,1,Waiting
ORD-00364,EV-00364-03,Initial Inspection,Inspector_1,INS_01,A,2026-01-08 06:41:20.746190894,2026-01-08 06:45:37.266066139,4.275,23.05,9,9,Afternoon,0,0,1,1,Waiting
ORD-00364,EV-00364-04,Assembly,Operator_C,ASM_01,A,2026-01-08 07:03:10.698705204,2026-01-08 07:19:54.101163714,16.723,17.557,7,14,Afternoon,0,0,1,1,Waiting
ORD-00364,EV-00364-05,Functional Testing,Tester_1,TEST_01,A,2026-01-08 07:35:44.202034857,2026-01-08 07:49:15.560068794,13.523,15.835,2,5,Afternoon,0,0,1,1,Waiting
ORD-00364,EV-00364-06,Packaging,Operator_D,PACK_01,A,2026-01-08 08:07:06.904542690,2026-01-08 08:12:49.769713496,5.714,17.856,4,9,Afternoon,0,0,0,1,Waiting
ORD-00364,EV-00364-07,Release,Clerk_1,REL_01,A,2026-01-08 08:26:36.756758665,2026-01-08 08:28:49.435798542,2.211,13.783,4,4,Afternoon,0,0,0,0,Overprocessing
ORD-00365,EV-00365-01,Cutting,Operator_A,CNC_01,B,2026-02-02 08:09:25.938796478,2026-02-02 08:15:33.513799701,6.126,6.432,1,1,Morning,0,0,0,0,Defects
ORD-00365,EV-00365-02,Machining,Operator_B,CNC_02,B,2026-02-02 08:22:50.503569744,2026-02-02 08:36:35.609871533,13.752,7.283,0,3,Morning,0,0,1,0,Waiting
ORD-00365,EV-00365-03,Initial Inspection,Inspector_1,INS_01,B,2026-02-02 08:51:47.168529953,2026-02-02 08:56:34.870863347,4.795,15.193,4,4,Morning,0,0,0,1,Waiting
ORD-00365,EV-00365-04,Assembly,Operator_C,ASM_01,B,2026-02-02 09:20:21.872700156,2026-02-02 09:32:18.921857212,11.951,23.783,6,6,Morning,0,0,1,1,Waiting
